,file_path,date,time,label,segment,skew_d_0,kur_d_0,skew_s_0,kur_s_0,skew_d_1,kur_d_1,skew_s_1,kur_s_1,skew_d_2,kur_d_2,skew_s_2,kur_s_2,skew_d_3,kur_d_3,skew_s_3,kur_s_3,skew_d_4,kur_d_4,skew_s_4,kur_s_4,skew_d_5,kur_d_5,skew_s_5,kur_s_5,skew_d_6,kur_d_6,skew_s_6,kur_s_6,skew_d_7,kur_d_7,skew_s_7,kur_s_7,skew_d_8,kur_d_8,skew_s_8,kur_s_8,skew_d_9,kur_d_9,skew_s_9,kur_s_9,skew_d_10,kur_d_10,skew_s_10,kur_s_10,skew_d_11,kur_d_11,skew_s_11,kur_s_11,skew_d_12,kur_d_12,skew_s_12,kur_s_12,skew_d_13,kur_d_13,skew_s_13,kur_s_13,skew_d_14,kur_d_14,skew_s_14,kur_s_14
0,./dataset_resized/fluctuate/real/QNL_1VA_2VA_2019.02.26_0,2019.02.26,0:48:00,fluctuate,1VA_2VA,-0.08312046598685217,-0.8291774137092571,-0.0007273205693293458,-1.121926358110635,-0.008791441007163853,-0.36474750260442423,-0.03801625170311722,0.06859114468574257,4.880025895038553,24.326571431872758,7.307674252890074,95.63882216800845,-2.1771411786346397,10.160173225015768,3.803603891269731,13.432192268112804,0.13650094599004822,5.8480929628506875,3.429264679451252,10.64663472955701,0.13137897384088706,0.3170135558335656,-0.10435836054513106,0.6142496277692362,0.12877623241451253,-1.5154023420370801,-0.03429195096144294,-1.2839849233427862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,./dataset_resized/fluctuate/real/QNL_1VA_2VA_2019.02.26_1,2019.02.26,0:48:30,fluctuate,1VA_2VA,-0.03301359986498966,-1.0753360279286548,0.007792487393527312,-1.1139687104864113,0.3184840844650833,1.9334786592696753,0.45364111229396126,3.1052486813079216,-0.0632665242513292,0.03099288060027572,0.03609107406332883,0.16017858314978595,9.374604315019235,94.10647956631473,2.3541354392428717,42.04351836669811,0.14471475820113255,-1.366139226942784,0.7261914995098503,7.054643666667465,0,0,1.2764772031672462,1.637789287432165,0,0,0.174792237074488,-1.4241470689834212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,./dataset_resized/fluctuate/real/QNL_1VA_2VA_2019.02.26_2,2019.02.26,0:49:00,fluctuate,1VA_2VA,-0.03385623623680895,-1.07169697935625,0.005041786398685201,-1.1035788045236827,-6.27169094854133,81.91210779334831,-0.03867483248449276,0.07582491419881388,-0.02264578133098242,-0.15344186968304818,-9.018409450111221,88.36269377089693,0.27869352989092133,4.0699070331179295,3.9924709181570464,15.060798837374993,0.15981813755216934,-1.4015575679934136,3.625561310148484,12.443141116891677,0,0,-1.9138640494060073,2.6750760823050124,0,0,-0.21012157048860808,-1.2742467243066427,0,0,-0.118566217971101,-1.501287858875756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,./dataset_resized/fluctuate/real/QNL_1VA_2VA_2019.02.26_3,2019.02.26,0:49:30,fluctuate,1VA_2VA,-0.008961779679616522,-1.064208315779086,-0.009827187449769641,-1.1040052134871414,0.00028122211142132136,-0.43336250201224935,-0.10990912613648895,0.4838683392684189,-7.292134697635962,54.84673715206291,9.058866586338826,99.44033969620541,2.2193045326276946,3.3561657103768816,-6.034223410119908,51.410851806329845,0.20119235229269353,-1.3142719997263688,-0.03630771234750507,-1.2501194083377118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,./dataset_resized/fluctuate/real/QNL_1VA_2VA_2019.02.26_25,2019.02.26,1:00:30,fluctuate,1VA_2VA,-0.004149283903347162,-1.0329269191444779,0.05911485973731165,-0.9033785108379666,0.006146708492318303,-0.4122897257858975,-0.6660130998981655,6.548889607822863,-0.034459191408134825,0.2888142307732595,0.022572534508010087,-0.06353662512552072,0.05492424129567593,0.8115070949670473,-0.16601649993774606,1.1312037701881028,-5.173066738676209,27.676514576321132,-4.05418728996428,16.422663876561206,-3.905063672966261,14.580832611703883,-0.22778855485077443,-1.4525679730363485,-0.14877293028791685,-1.3633871563713684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,./dataset_resized/fluctuate/real/QNL_1VA_2VA_2019.02.26_26,2019.02.26,1:01:00,fluctuate,1VA_2VA,0.0010409376515513279,-1.0767854777829378,0.004439726262811041,-1.1219683126892652,0.030425038117684353,-0.3505976242397093,-0.091144407745847,0.020926398644842692,-0.03150340932790467,0.22128214934704182,-0.19286798415465775,12.625456188775651,-6.721924369840817,47.80364046245106,-5.4802783669848,43.362955814846515,-0.9204288660251654,3.848070009770388,-1.0303188864547348,3.4562405177267728,0.9566807342702713,4.631332421174118,-0.2776388848483549,-1.3921897921001718,-0.27287492041815703,-1.348309922049186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,./dataset_resized/fluctuate/real/QNL_1VA_2VA_2019.02.26_27,2019.02.26,1:01:30,fluctuate,1VA_2VA,-0.008176160051287778,-1.0767100631256539,0.014947005719568704,-1.0470520299870758,0.005821755015430256,-0.40950076490626586,0.0009447350690513975,-0.4382668141673687,-0.08363379357428931,0.303751200408648,3.563874010385986,33.9763189007623,1.803221996937141,1.7774642510717324,-0.6630585385282126,1.7954708264526786,-3.3659755971926995,10.544814571771575,-3.9294488910916296,15.000596233190691,2.3597126138973135,4.653657873037466,-0.4017029624773217,-1.4119098809823782,-0.18486046616603646,-1.4771316128308571,0,0,0.05046149607213093,-1.514162030511933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,./dataset_resized/fluctuate/real/QNL_1VA_2VA_2019.02.26_28,2019.02.26,1:02:00,fluctuate,1VA_2VA,-0.0033107464055893853,-1.11611675386749,-0.009790785388636354,-1.1476705394471434,-0.08311524624664368,-0.023353849896163847,0.002184321342051503,-0.379358218902242,-0.06004765383137292,0.3435873934761222,0.035024299453782166,-0.17500679242440587,2.4535308996598375,4.9358564732608,2.6475207247188917,5.967132352111648,-1.966701620911536,2.3411141415003884,-0.11929774554123405,-0.5002256703648582,3.0116384023519442,10.2416188600303,-2.309341479442956,3.870369645873109,-2.2749349220872737,3.724202480086757,0.19886975949494143,-1.4633500170673737,0.17554547700834636,-1.47040074092743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,./dataset_resized/fluctuate/real/QNL_1VA_2VA_2019.02.26_29,2019.02.26,1:02:30,fluctuate,1VA_2VA,0.1494276519100206,-0.3704378792144767,-0.006328757993635558,-1.1366559651366155,-0.04634358737040222,-0.18804248411425561,0.017553719401988077,-0.396978183814479,0.07623502744904995,0.5354030249933861,0.20704773828144146,0.5696842900873791,3.3997687348801087,10.921860126829696,-0.11204854218229643,7.0299267062532635,3.050855115640303,8.467425785026455,2.2767578644318145,33.11934128044279,-3.047394685192168,8.065793469551558,3.2403243147279333,9.59278524597686,0.17207614081833153,-1.5119366483307277,0.11267444234041898,-1.4894125143922494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,./dataset_resized/fluctuate/real/QNL_1VA_2VA_2019.02.26_30,2019.02.26,1:03:00,fluctuate,1VA_2VA,0.0006922666790683974,-1.135291661164439,-0.015082455762105509,-1.1367658138253347,-0.2440254266615737,1.01807065198164,0.0021156462078738844,-0.4113583909969334,2.8991957081797333,24.80957639883152,0.04411687249176208,-0.09330729318508535,0.02480609209288728,1.3788797608740895,6.160170528496852,39.57692364342275,5.143092209058733,26.71500152514238,0.017152742134773618,-0.5341273330567939,3.12701845891244,9.820644714188061,-1.2208289313424066,4.893168010790088,0.15074004628389956,-1.4729729253627752,1.390417494419404,2.796282141267673,0,0,0.20365246015052738,-1.4912746690210241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
