,file_path,date,time,label,segment,skew_d_0,kur_d_0,skew_s_0,kur_s_0,skew_d_1,kur_d_1,skew_s_1,kur_s_1,skew_d_2,kur_d_2,skew_s_2,kur_s_2,skew_d_3,kur_d_3,skew_s_3,kur_s_3,skew_d_4,kur_d_4,skew_s_4,kur_s_4,skew_d_5,kur_d_5,skew_s_5,kur_s_5,skew_d_6,kur_d_6,skew_s_6,kur_s_6,skew_d_7,kur_d_7,skew_s_7,kur_s_7,skew_d_8,kur_d_8,skew_s_8,kur_s_8,skew_d_9,kur_d_9,skew_s_9,kur_s_9,skew_d_10,kur_d_10,skew_s_10,kur_s_10,skew_d_11,kur_d_11,skew_s_11,kur_s_11,skew_d_12,kur_d_12,skew_s_12,kur_s_12,skew_d_13,kur_d_13,skew_s_13,kur_s_13,skew_d_14,kur_d_14,skew_s_14,kur_s_14
0,./dataset_resized/leak/fluctuate_leak_medium/QNL_1VA_2VA_2019.02.26_0,2019.02.26,0:48:00,leak,1VA_2VA,-0.071073595,-0.87429156,0.000874624,-1.121501739,0.005585194,-0.324499802,-0.024596216,-0.015816798,10.67412584,135.7920865,-8.624099307,91.20459956,-0.629420582,7.656374399,-0.514903144,2.752167297,-0.300664236,5.617397276,3.456500308,10.79887743,-0.484418953,-0.870116998,-0.530868793,1.870957684,0,0,-0.386454979,-1.045007219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,./dataset_resized/leak/fluctuate_leak_medium/QNL_1VA_2VA_2019.02.26_1,2019.02.26,0:48:30,leak,1VA_2VA,-0.034535423,-1.072686997,0.009157966,-1.114160985,-0.003931247,-0.338430039,0.457770497,4.401033234,0.019804243,-0.210854877,-9.40124639,98.73248472,0.027374544,2.00871046,2.251297913,49.77994003,-0.454111397,-1.124594643,8.570195591,82.66688708,0,0,-0.501659391,-1.030068426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,./dataset_resized/leak/fluctuate_leak_medium/QNL_1VA_2VA_2019.02.26_2,2019.02.26,0:49:00,leak,1VA_2VA,-0.032974237,-1.072873742,-0.000214251,-1.070781066,-6.196262744,80.64423541,-0.015539782,-0.194135958,-0.714591754,5.256439617,-0.104840996,0.175512,0.280372275,4.71676958,-0.322816307,1.447993834,-0.343500021,-1.305909296,-3.627245157,16.44720006,0,0,0.066455575,-0.979301131,0,0,-0.352080986,-1.237492703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,./dataset_resized/leak/fluctuate_leak_medium/QNL_1VA_2VA_2019.02.26_3,2019.02.26,0:49:30,leak,1VA_2VA,-0.016272012,-1.090107092,-0.007746087,-1.069702256,-0.004694008,-0.443302384,-0.008101796,-0.015959663,-7.254932709,54.36422554,-9.371531298,107.7853857,6.228870732,44.92277047,0.438204407,1.553578365,-3.18770271,9.220306327,-3.578548179,12.21769975,-0.01660714,-1.564996923,-0.320854116,-0.339501466,0,0,-0.270608695,-1.524135522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,./dataset_resized/leak/fluctuate_leak_medium/QNL_1VA_2VA_2019.02.26_25,2019.02.26,1:00:30,leak,1VA_2VA,-0.000698379,-1.046537802,0.028766226,-0.790046314,-0.002721122,-0.362127735,-1.697793717,17.71016503,-9.686226578,101.8878943,-10.93517383,146.5702519,-5.439889896,55.30674755,0.074346179,4.603540231,-1.820267744,9.625490377,-1.60145156,1.226288631,-0.680737592,-0.130277048,0.099290312,-1.158813481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,./dataset_resized/leak/fluctuate_leak_medium/QNL_1VA_2VA_2019.02.26_26,2019.02.26,1:01:00,leak,1VA_2VA,0.002133329,-1.067153823,-0.005422626,-1.097305808,-4.827237317,72.52344571,-0.125066721,0.196724235,-8.478432385,75.69385514,-10.63509428,166.2474396,6.546930533,50.31624142,1.98236841,14.59562303,-1.211748839,6.930549103,-1.594337354,1.154403594,-0.986634757,0.722527952,-0.259342717,-1.462741192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,./dataset_resized/leak/fluctuate_leak_medium/QNL_1VA_2VA_2019.02.26_27,2019.02.26,1:01:30,leak,1VA_2VA,-0.004212806,-1.06169523,-0.008586263,-1.122842592,0.012600045,-0.518889477,0.004999297,-0.520064541,-1.64487972,1.334304071,-11.54781377,148.760511,1.571154276,12.06974322,3.804702871,33.54244235,0.169573255,2.756071012,1.745358151,1.481166953,-0.082135811,-1.397336094,-1.627300543,2.124253896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,./dataset_resized/leak/fluctuate_leak_medium/QNL_1VA_2VA_2019.02.26_28,2019.02.26,1:02:00,leak,1VA_2VA,-0.002098386,-1.107738913,-0.010375391,-1.139939918,-0.659580558,6.073403495,-2.357947458,27.71614109,0.024556128,0.012707285,-11.11577392,140.4709408,-1.579317534,1.073406773,2.649911316,5.980871982,2.367444605,4.477898929,2.632628154,5.665095237,0.029795768,-1.677020708,-1.606119595,1.203635292,0,0,-0.065899438,-1.765411962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,./dataset_resized/leak/fluctuate_leak_medium/QNL_1VA_2VA_2019.02.26_29,2019.02.26,1:02:30,leak,1VA_2VA,0.019091946,-1.049030023,0.003669174,-1.143530755,0.000831323,-0.411737558,0.014704896,-0.515718943,-11.72442767,182.4108993,-0.005860069,1.247235601,3.457455355,11.37042142,-1.552112276,0.943610267,3.142121414,9.447619718,1.165441122,-0.342531903,-1.470028031,0.674661726,3.207024687,9.548886153,-0.272304136,-1.612466099,-0.443461184,-1.407237614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,./dataset_resized/leak/fluctuate_leak_medium/QNL_1VA_2VA_2019.02.26_30,2019.02.26,1:03:00,leak,1VA_2VA,-0.008262002,-1.139202372,-0.005136192,-1.139563719,0.003487005,-0.503318984,-0.019613589,-0.530926288,-9.173210806,91.88699623,-10.63605355,126.209067,7.231542162,56.67775212,4.56359775,34.34111594,-0.214697908,6.065966969,-1.517436606,0.791171568,0.662979881,5.592675141,-0.048652549,-1.232167304,-1.188616001,0.277748166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
