,file_path,date,time,label,segment,skew_d_0,kur_d_0,skew_s_0,kur_s_0,skew_d_1,kur_d_1,skew_s_1,kur_s_1,skew_d_2,kur_d_2,skew_s_2,kur_s_2,skew_d_3,kur_d_3,skew_s_3,kur_s_3,skew_d_4,kur_d_4,skew_s_4,kur_s_4,skew_d_5,kur_d_5,skew_s_5,kur_s_5,skew_d_6,kur_d_6,skew_s_6,kur_s_6,skew_d_7,kur_d_7,skew_s_7,kur_s_7,skew_d_8,kur_d_8,skew_s_8,kur_s_8,skew_d_9,kur_d_9,skew_s_9,kur_s_9,skew_d_10,kur_d_10,skew_s_10,kur_s_10,skew_d_11,kur_d_11,skew_s_11,kur_s_11,skew_d_12,kur_d_12,skew_s_12,kur_s_12,skew_d_13,kur_d_13,skew_s_13,kur_s_13,skew_d_14,kur_d_14,skew_s_14,kur_s_14
0,./dataset_resized/leak/fluctuate_leak_disaster/QNL_1VA_2VA_2019.02.26_0,2019.02.26,0:48:00,leak,1VA_2VA,-1.502892366,0.780976072,-1.448504331,0.602046042,-1.64073322,1.13152904,1.227955182,-0.170634681,1.515227651,0.697083083,1.27447305,2.70731617,0.200108497,0.053694985,-1.593634582,0.945762326,-0.786365389,-0.552282736,3.415622298,10.48043904,0,0,-0.315355296,-0.280957147,0,0,-0.81557409,-0.531637799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,./dataset_resized/leak/fluctuate_leak_disaster/QNL_1VA_2VA_2019.02.26_1,2019.02.26,0:48:30,leak,1VA_2VA,-0.919585495,-0.673869581,-0.862215589,-0.804776278,0.945272937,-0.747420667,0.60102348,-1.354162121,-0.874552071,-0.885063163,-0.94781991,-0.771718735,-0.946476603,-0.756778477,-1.195830512,-0.146638094,-1.200412704,0.436426494,-1.315281775,0.146105777,0,0,-0.463578107,-0.283624174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,./dataset_resized/leak/fluctuate_leak_disaster/QNL_1VA_2VA_2019.02.26_2,2019.02.26,0:49:00,leak,1VA_2VA,-0.571497481,4.586525889,-0.412345847,-1.348574494,-0.42956102,-1.337833137,0.448661873,-1.329661051,-0.486048818,-1.420913365,0.486013609,-1.383122187,-0.763697081,-0.080832675,0.263794936,-1.52263398,-0.860250327,-0.623187118,0.557378405,-1.314948445,-1.539883769,1.430427145,-0.083917595,-1.351482475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,./dataset_resized/leak/fluctuate_leak_disaster/QNL_1VA_2VA_2019.02.26_3,2019.02.26,0:49:30,leak,1VA_2VA,-11.94327934,242.7834691,-0.474205618,-1.25499787,0.521387117,3.10760463,0.482557753,-1.41735147,-0.42427038,-1.313543277,-0.378467101,-1.496275462,0.141203587,-1.46422426,0.061828508,-1.616447635,0,0,-1.765573007,2.681544208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,./dataset_resized/leak/fluctuate_leak_disaster/QNL_1VA_2VA_2019.02.26_25,2019.02.26,1:00:30,leak,1VA_2VA,-11.08785989,229.6971497,-0.598800391,-1.087864806,-0.00672129,-0.464011789,0.853757971,-0.872448683,-0.595590334,-1.102569913,0.248077095,-0.618654552,0.350891028,-1.521162417,-0.733547632,-1.096333939,-0.497485548,-0.82986523,0.213992504,-1.583377366,0.259620407,-1.495268626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,./dataset_resized/leak/fluctuate_leak_disaster/QNL_1VA_2VA_2019.02.26_26,2019.02.26,1:01:00,leak,1VA_2VA,-1.979014446,2.562699415,-2.033201263,2.779148811,-1.873701215,1.931726712,2.075725307,2.765848832,2.150608375,3.137164045,2.356655117,4.118560041,-2.029995854,2.589289112,-2.074408083,2.768341001,1.826846264,1.724159461,-0.786911733,0.386035314,2.079769101,2.867918378,1.632156752,1.124380821,-0.225479888,-1.448737609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,./dataset_resized/leak/fluctuate_leak_disaster/QNL_1VA_2VA_2019.02.26_27,2019.02.26,1:01:30,leak,1VA_2VA,-1.796913818,1.817600749,-1.823217297,1.952888434,1.905167577,2.044509866,1.595616288,0.874948386,2.142594261,3.098694974,-2.061872866,2.782308901,-1.898160745,2.035475631,1.892738857,2.006040061,-1.200879871,0.930729556,2.033136615,2.662817861,1.481516665,0.628066464,-1.711803504,1.4665843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,./dataset_resized/leak/fluctuate_leak_disaster/QNL_1VA_2VA_2019.02.26_28,2019.02.26,1:02:00,leak,1VA_2VA,-16.68487503,319.9034584,-0.758892512,-0.858639541,9.646746384,136.3103735,-0.595710001,-1.307126402,-1.225819657,26.89865116,0.519391579,-1.399004502,-0.673612659,-1.008962476,-0.814634179,-0.968252921,0.743970265,-0.796144004,0.586631582,-1.323584812,-0.099554922,-1.569071433,-0.221951323,-1.723432897,0,0,-0.435632352,-1.401329841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,./dataset_resized/leak/fluctuate_leak_disaster/QNL_1VA_2VA_2019.02.26_29,2019.02.26,1:02:30,leak,1VA_2VA,-0.969798771,-0.545815484,-0.982044019,-0.520544272,-0.638649481,-1.220482664,-1.085421752,-0.33008679,0.343321364,-1.672623621,1.161635807,-0.252822628,1.435029486,2.28667607,-1.086776327,-0.470337484,0.353391449,0.48008094,0.735908111,-1.021441407,-0.154939089,-1.612145581,-0.313254168,-1.363440328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,./dataset_resized/leak/fluctuate_leak_disaster/QNL_1VA_2VA_2019.02.26_30,2019.02.26,1:03:00,leak,1VA_2VA,-11.88905598,269.5220188,-0.676280823,-1.028210357,-0.312599728,3.664961454,0.514678156,-1.429174679,-0.672592292,-1.039148101,-0.553375675,-1.353662083,0.980294934,0.031797912,0.627214374,-1.248637717,2.634470876,8.776110338,0.613806671,-1.271796742,-0.289584521,-1.539471993,-0.344972342,-1.488320639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
